"category","role","level","region","rate_type","rate_low","rate_high","rate_unit","notes","last_updated"
"Contingent Workforce","Security Analyst","5-7 Years","LATAM","Bill Rate","$51","$58","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Senior Security Analyst","7+ Years","LATAM","Bill Rate","$58","$65","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Security Engineer","3-5 Years","LATAM","Bill Rate","$46","$53","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Security Engineer","5-7 Years","LATAM","Bill Rate","$55","$65","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Senior Security Engineer","7+ Years","LATAM","Bill Rate","$65","$79","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Security Architect","7-10 Years","LATAM","Bill Rate","$72","$80","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Senior Security Architect","10+ Years","LATAM","Bill Rate","$80","$89","/hr","Insight Global LATAM rate card 2026. Brazil rates shown (Chile/Colombia/Costa Rica/Mexico similar ±10%).","2026-04-01"
"Contingent Workforce","Software Developer","1-3 Years","EMEA","Bill Rate","$45","$53","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Software Developer","3-5 Years","EMEA","Bill Rate","$54","$63","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Software Developer","5-7 Years","EMEA","Bill Rate","$67","$78","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Lead Software Developer","7+ Years","EMEA","Bill Rate","$87","$102","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","UI/UX Developer","1-3 Years","EMEA","Bill Rate","$52","$60","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","UI/UX Developer","3-5 Years","EMEA","Bill Rate","$58","$67","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","UI/UX Developer","5-7 Years","EMEA","Bill Rate","$64","$74","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Lead UI/UX Developer","7+ Years","EMEA","Bill Rate","$78","$91","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","UX Researcher","5+ Years","EMEA","Bill Rate","$64","$75","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","DevOps Engineer","1-3 Years","EMEA","Bill Rate","$53","$62","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","DevOps Engineer","3-5 Years","EMEA","Bill Rate","$59","$69","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","DevOps Engineer","5-7 Years","EMEA","Bill Rate","$66","$77","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Lead DevOps Engineer","7+ Years","EMEA","Bill Rate","$75","$88","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Data Engineer","1-3 Years","EMEA","Bill Rate","$54","$63","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Data Engineer","3-5 Years","EMEA","Bill Rate","$60","$70","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Data Engineer","5-7 Years","EMEA","Bill Rate","$75","$88","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Lead Data Engineer","7+ Years","EMEA","Bill Rate","$84","$98","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Data Scientist","3-5 Years","EMEA","Bill Rate","$60","$70","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Data Scientist","5-7 Years","EMEA","Bill Rate","$72","$84","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Senior Data Scientist","7+ Years","EMEA","Bill Rate","$99","$116","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Data Analyst","1-3 Years","EMEA","Bill Rate","$42","$49","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Data Analyst","3-5 Years","EMEA","Bill Rate","$51","$60","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Data Analyst","5-7 Years","EMEA","Bill Rate","$60","$70","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Senior Data Analyst","7+ Years","EMEA","Bill Rate","$69","$81","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Data Management Analyst","1-3 Years","EMEA","Bill Rate","$39","$46","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Data Management Analyst","3-5 Years","EMEA","Bill Rate","$43","$50","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Data Management Analyst","5-7 Years","EMEA","Bill Rate","$48","$56","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Data Management Analyst","7+ Years","EMEA","Bill Rate","$57","$67","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Enterprise Architect","5-8 Years","EMEA","Bill Rate","$72","$84","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Enterprise Architect","9-12 Years","EMEA","Bill Rate","$87","$102","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Lead Enterprise Architect","12+ Years","EMEA","Bill Rate","$102","$119","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Lead Solutions / Applications / System Architect","12+ Years","EMEA","Bill Rate","$84","$98","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Data Architect","5-7 Years","EMEA","Bill Rate","$75","$88","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Data Architect","7+ Years","EMEA","Bill Rate","$93","$109","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Cloud Engineer","3-5 Years","EMEA","Bill Rate","$59","$69","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Cloud Engineer","5-7 Years","EMEA","Bill Rate","$75","$88","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Cloud Architect","7+ Years","EMEA","Bill Rate","$93","$109","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Machine Learning Engineer","3-5 Years","EMEA","Bill Rate","$60","$70","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Senior Machine Learning Engineer","5-7 Years","EMEA","Bill Rate","$72","$84","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Principal Machine Learning Engineer","7+ Years","EMEA","Bill Rate","$87","$102","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Tester / QA Analyst / SDET","1-3 Years","EMEA","Bill Rate","$42","$49","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Tester / QA Analyst / SDET","3-5 Years","EMEA","Bill Rate","$51","$60","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Tester / QA Analyst / SDET","5-7 Years","EMEA","Bill Rate","$57","$67","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Test Manager / QA Manager / SDET Lead","7+ Years","EMEA","Bill Rate","$78","$91","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Database Administrator","1-3 Years","EMEA","Bill Rate","$48","$56","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Database Administrator","3-5 Years","EMEA","Bill Rate","$54","$63","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Database Administrator","5-7 Years","EMEA","Bill Rate","$60","$70","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Lead Database Administrator","7+ Years","EMEA","Bill Rate","$72","$84","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","System Administrator","3-5 Years","EMEA","Bill Rate","$42","$49","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Sr System Administrator","5+ Years","EMEA","Bill Rate","$54","$63","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Production Support Analyst","1-3 Years","EMEA","Bill Rate","$39","$46","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Production Support Analyst","3-5 Years","EMEA","Bill Rate","$45","$53","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Production Support Lead","5-7 Years","EMEA","Bill Rate","$51","$60","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Production Support Manager","7+ Years","EMEA","Bill Rate","$57","$67","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Business Analyst","1-3 Years","EMEA","Bill Rate","$42","$49","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Business Analyst","3-5 Years","EMEA","Bill Rate","$51","$60","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Business Analyst","5-7 Years","EMEA","Bill Rate","$60","$70","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Lead Business Analyst","7+ Years","EMEA","Bill Rate","$72","$84","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Business Systems Analyst","3-5 Years","EMEA","Bill Rate","$51","$60","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Business Systems Analyst","5-7 Years","EMEA","Bill Rate","$64","$75","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Lead Business Analyst (Systems)","7+ Years","EMEA","Bill Rate","$81","$95","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Project Coordinator","1-3 Years","EMEA","Bill Rate","$36","$42","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Project Manager","3-5 Years","EMEA","Bill Rate","$48","$56","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Project Manager","7+ Years","EMEA","Bill Rate","$57","$67","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Senior Project Manager","9+ Years","EMEA","Bill Rate","$72","$84","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Program Manager","10-15 Years","EMEA","Bill Rate","$87","$102","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Program Director","15+ Years","EMEA","Bill Rate","$111","$130","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Scrum Master","3-5 Years","EMEA","Bill Rate","$63","$74","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Senior Scrum Master","5-7 Years","EMEA","Bill Rate","$81","$95","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Agile Coach","7+ Years","EMEA","Bill Rate","$78","$91","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Product Manager","5+ Years","EMEA","Bill Rate","$66","$77","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Senior Product Manager","7+ Years","EMEA","Bill Rate","$79","$92","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Product Manager Technical","5+ Years","EMEA","Bill Rate","$74","$86","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Senior Product Manager Technical","7+ Years","EMEA","Bill Rate","$90","$105","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Product Owner","1-3 Years","EMEA","Bill Rate","$54","$63","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Product Owner","3-5 Years","EMEA","Bill Rate","$63","$74","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Product Owner","5-7 Years","EMEA","Bill Rate","$71","$83","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Senior Product Owner","7+ Years","EMEA","Bill Rate","$77","$90","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Delivery / Relationship Manager","9+ Years","EMEA","Bill Rate","$66","$77","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Senior Delivery / Relationship Manager","12+ Years","EMEA","Bill Rate","$75","$88","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Vendor Manager","3-5 Years","EMEA","Bill Rate","$48","$56","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Senior Vendor Manager","5+ Years","EMEA","Bill Rate","$58","$68","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Technical Writer","3-5 Years","EMEA","Bill Rate","$42","$49","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Technical Writer","5-7 Years","EMEA","Bill Rate","$48","$56","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Technical Writer","7+ Years","EMEA","Bill Rate","$54","$63","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Helpdesk Support Level I","3-5 Years","EMEA","Bill Rate","$26","$30","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Helpdesk Support Level II","5-7 Years","EMEA","Bill Rate","$29","$34","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Helpdesk Lead","7+ Years","EMEA","Bill Rate","$38","$44","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Network Tech","1-3 Years","EMEA","Bill Rate","$31","$36","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Network Tech","3-5 Years","EMEA","Bill Rate","$45","$53","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Network Engineer","5-7 Years","EMEA","Bill Rate","$57","$67","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Network Engineer","7+ Years","EMEA","Bill Rate","$75","$88","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Network Architect","7-10+ Years","EMEA","Bill Rate","$84","$98","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Network Architect","10+ Years","EMEA","Bill Rate","$93","$109","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Network Project Manager","5-7 Years","EMEA","Bill Rate","$66","$77","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Network Project Manager","7-10+ Years","EMEA","Bill Rate","$72","$84","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Security Analyst","1-3 Years","EMEA","Bill Rate","$45","$53","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Security Analyst","3-5 Years","EMEA","Bill Rate","$54","$63","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Security Analyst","5-7 Years","EMEA","Bill Rate","$63","$74","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Senior Security Analyst","7+ Years","EMEA","Bill Rate","$69","$81","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Security Engineer","3-5 Years","EMEA","Bill Rate","$63","$74","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Security Engineer","5-7 Years","EMEA","Bill Rate","$72","$84","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Senior Security Engineer","7+ Years","EMEA","Bill Rate","$81","$95","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Security Architect","7-10 Years","EMEA","Bill Rate","$78","$91","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","Senior Security Architect","10+ Years","EMEA","Bill Rate","$96","$112","/hr","Insight Global Europe rate card 2026. Poland USD rates. ","2026-04-01"
"Contingent Workforce","ML Engineer / Senior Staff (Poland benchmark)","7+ Years","EMEA","Bill Rate","$60","$90","/hr","Poland benchmark market rate. NOTE: ITECH currently charging US rates — significant overpayment risk flagged.","2026-04-01"
"Contingent Workforce","VP Data Science / ML Engineering (Poland benchmark)","15+ Years","EMEA","Bill Rate","$90","$130","/hr","Poland benchmark market rate. NOTE: ITECH currently charging US rates — significant overpayment risk flagged.","2026-04-01"
"Professional Services","Consulting / Advisory","Analyst / Entry","AMER","Daily Rate","$1200","$1800","/day","Big 4 / Tier 1 consulting daily rates. Deloitte/KPMG/PwC/McKinsey/BCG.","2026-04-01"
"Professional Services","Consulting / Advisory","Senior Consultant","AMER","Daily Rate","$1800","$3000","/day","Big 4 / Tier 1 consulting daily rates. Deloitte/KPMG/PwC/McKinsey/BCG.","2026-04-01"
"Professional Services","Consulting / Advisory","Manager / Director","AMER","Daily Rate","$3000","$5000","/day","Big 4 / Tier 1 consulting daily rates. Deloitte/KPMG/PwC/McKinsey/BCG.","2026-04-01"
"Professional Services","Consulting / Advisory","Partner / Managing Director","AMER","Daily Rate","$8000","$15000","/day","Big 4 / Tier 1 consulting daily rates. Deloitte/KPMG/PwC/McKinsey/BCG.","2026-04-01"
"Professional Services","Application Development","Developer Onshore","AMER","Bill Rate","$100","$155","/hr","NTT/Cognizant-style AMS/AD rates confirmed in Coupa data.","2026-04-01"
"Professional Services","Application Development","Developer Offshore India","APAC","Bill Rate","$35","$55","/hr","NTT/Cognizant-style AMS/AD rates confirmed in Coupa data.","2026-04-01"
"Professional Services","Application Development","Developer Nearshore LATAM","LATAM","Bill Rate","$50","$75","/hr","NTT/Cognizant-style AMS/AD rates confirmed in Coupa data.","2026-04-01"
"Professional Services","Workday Implementation","Functional Consultant","AMER","Bill Rate","$150","$200","/hr","Cognizant/NTT Workday rates confirmed.","2026-04-01"
"Professional Services","Program Management","Enterprise Program Manager","AMER","Bill Rate","$150","$225","/hr","Enterprise program delivery benchmark.","2026-04-01"
"Software / SaaS","Enterprise Platform License","Per User / Seat","Global","Annual License","$50","$500","/user/yr","Workday/ServiceNow/Okta/Atlassian range.","2026-04-01"
"Software / SaaS","Cloud AI / ML API","Consumption","Global","Consumption","$0.01","$0.10","/1K tokens","Anthropic/OpenAI API rates.","2026-04-01"
"Software / SaaS","Observability / Monitoring","Enterprise Suite","Global","Annual License","$50000","$500000","/yr","New Relic/Splunk/Datadog.","2026-04-01"
"Software / SaaS","CDN / Web Performance","Enterprise","Global","Annual License","$200000","$800000","/yr","Akamai $720K FY27 confirmed in MFT.","2026-04-01"
"Software / SaaS","Video / Media Platform","Enterprise","Global","Annual License","$100000","$1500000","/yr","Kaltura $1.31M FY27 confirmed.","2026-04-01"
"Software / SaaS","Identity / IAM Platform","Enterprise","Global","Annual License","$200000","$1500000","/yr","Okta $1.27M FY27 confirmed.","2026-04-01"
"Software / SaaS","Webinar / Events Platform","Enterprise","Global","Annual License","$200000","$1000000","/yr","ON24 $913K FY27 in MFT.","2026-04-01"
"Software / SaaS","Localization / Translation","Enterprise","Global","Annual License","$50000","$500000","/yr","Smartling/RWS Moravia FY27 in MFT.","2026-04-01"
"Cloud & Managed Services","Cloud Compute (AWS/Azure/GCP)","Enterprise Committed Spend","Global","Consumption","Variable","Variable","/mo","EDP/MACC committed deals. AWS $17.2M/yr confirmed.","2026-04-01"
"Cloud & Managed Services","Service Desk L1/L1.5","Per Ticket","Global","Per Ticket","$8","$18","/ticket","TechM ~30K tickets/mo confirmed.","2026-04-01"
"Cloud & Managed Services","Service Desk L1/L1.5","Monthly Retainer","Global","Monthly Retainer","$80000","$120000","/mo","TechM $1.08M/yr baseline confirmed.","2026-04-01"
"Cloud & Managed Services","On-Site AV / Deskside Services","Monthly Retainer","Global","Monthly Retainer","$300000","$600000","/mo","TechM On-Site $5.45M/yr confirmed.","2026-04-01"
"Cloud & Managed Services","GDC Managed Service BPO","Annual SOW","Global","Annual Retainer","$1000000","$2000000","/yr","HCL GDC $1.16M Yr1 confirmed.","2026-04-01"
"Hardware & Infrastructure","Laptop Standard","Business Class","AMER","Unit Cost","$800","$1200","/unit","HP ZBook $2,642. Insight Direct confirmed.","2026-04-01"
"Hardware & Infrastructure","Laptop Premium","Engineering / Executive","AMER","Unit Cost","$2400","$3800","/unit","MacBook M4 Pro $2,802. M4 Max $3,796 confirmed.","2026-04-01"
"Hardware & Infrastructure","Server Rack Mid-Range","Dell PowerEdge","Global","Unit Cost","$8000","$25000","/unit","Dell R740/R640 finance lease available.","2026-04-01"
"Hardware & Infrastructure","AV Conference Room","Standard Kit","Global","Unit Cost","$5000","$15000","/room","Camera/display/audio. Cisco/Poly/Neat.","2026-04-01"
"Hardware & Infrastructure","AV Conference Room","Enterprise Buildout","Global","Unit Cost","$20000","$100000","/room","Hamilton Robson London ~$100K confirmed.","2026-04-01"
"Hardware & Infrastructure","Mobile Device","iPhone / Android Enterprise","Global","Unit Cost","$800","$1200","/unit","iPhone 16 Pro $1,105. iPhone 16 Plus $963 confirmed.","2026-04-01"
