id,name,domain,category,tier,status,region,annual_spend,renewal_date,primary_contact,supplier_address,supplier_notice,supplier_rep_name,supplier_rep_email,description,sla_score,concentration_risk,financial_risk,delivery_risk,compliance_risk,risk_score,capabilities,notes
V686,Genzeon,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V687,George P. Johnson,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V688,GERENT LLC,,Professional Services,2,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V689,GEVAL6 INC,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V690,GFS,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V691,"Gibbons-White, Inc.",,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V692,Gibson Dunn & Crutcher LLP,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V693,Glad Maintenance,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V694,Glo Integration,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V695,Global Ewaste,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V696,GLY Construction Inc.,,Hardware & Infrastructure,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Hardware & Infrastructure vendor. StaffUp approved across Global.,90,35,15,18,12,22,Hardware Supply,StaffUp approved supplier. Source: Profile Worker Suppliers.
V697,Go Proper Rebel,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V698,GOKA - Cleaning Services,,Hardware & Infrastructure,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Hardware & Infrastructure vendor. StaffUp approved across Global.,90,35,15,18,12,22,Hardware Supply,StaffUp approved supplier. Source: Profile Worker Suppliers.
V699,Good Eating Company,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V700,Goodman Decorating,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V701,Google,google.com,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V702,Gorilla Logic,,Professional Services,2,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V703,Gravitational,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V704,Gravity IT Resources,,Contingent Workforce,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Contingent Workforce vendor. StaffUp approved across Global.,90,35,15,18,12,22,Staff Augmentation|Application Development,StaffUp approved supplier. Source: Profile Worker Suppliers.
V705,Green Design,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V706,Green Park Hospitality Services,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V707,GREEN WISE CO LTD,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V708,GreenCo,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V709,Greenferd Construction Inc.,,Hardware & Infrastructure,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Hardware & Infrastructure vendor. StaffUp approved across Global.,90,35,15,18,12,22,Hardware Supply,StaffUp approved supplier. Source: Profile Worker Suppliers.
V710,Greenleaf,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V711,Greenpages,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V712,"GREGORY LYON, INC.",,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V713,GREYCOAT PLACEMENTS LTD,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V714,Gridiron IT,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V715,Groundswell Cloud Solutions Inc.,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory|Cloud Infrastructure,StaffUp approved supplier. Source: Profile Worker Suppliers.
V716,Groupware,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V717,Grupo ASSA,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V718,Grupo Hera,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V719,Grupo SMS LATAM,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V720,Grupo SMS USA LLC,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V721,GSF,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V722,"Guide Post Solutions, Inc.",,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V723,Guillermo Zunino,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V724,GVA GRIMLEY LIMITED (GB-BIRMIN),,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V725,H&S Contractors,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V726,H&S Decorators,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V727,H&S Group,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V728,Habitat Horticulture,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V729,HADAR TI COMERCIO SERVICOS E REPRESENTACAO EM INFORMATICA LTDA - ME,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V730,Hallmark,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V731,Hardis Group,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V732,Harvard Maintenance,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V733,Hathaway Dinwiddie,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V734,Haworth,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V735,HBR CONSULTING LLC,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V736,Hed Cinema,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V737,Henegen Construction,,Hardware & Infrastructure,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Hardware & Infrastructure vendor. StaffUp approved across Global.,90,35,15,18,12,22,Hardware Supply,StaffUp approved supplier. Source: Profile Worker Suppliers.
V738,HERMAN MILLER INC,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V739,Hertz,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V740,Hexod,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory|Security,StaffUp approved supplier. Source: Profile Worker Suppliers.
V741,HibrIT,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V742,"Higashi Office Services Co.,Ltd.",,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V743,Higher Echelon Inc.,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V744,"HighTech Connect, LLC",,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V745,Hines,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V746,HITT Contracting,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V747,Hoare Lea,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V748,Hobby Local,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V749,Hoegg Software,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory|Application Development,StaffUp approved supplier. Source: Profile Worker Suppliers.
V750,Hoem & Associates,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V751,Hogan Lovells,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V752,Hogan Lovells International LLP,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V753,Holaday Parks,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V754,Holland and Hart,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V755,HORTSERVICES PTY LTD,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V756,Hours Co,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V757,HR Matters,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V758,HUMAN CHANGE CONSULTING S R L,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V759,HURON CONSULTING SERVICES,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V760,IA Interior Architects,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V761,IBERCLOUD,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory|Cloud Infrastructure,StaffUp approved supplier. Source: Profile Worker Suppliers.
V762,iCARE,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V763,ICCS-Janitoral,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V764,ICD SECURITY SOLUTIONS,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory|Security,StaffUp approved supplier. Source: Profile Worker Suppliers.
V765,Icon Consulting Group,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V766,IGS Aquariums,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V767,IIH Nordic A/S,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V768,Imagine It Clean,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V769,IMG,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V770,Ines Sanchez,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V771,Infinite Dimensions,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V772,Infinite Resources Solutions,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V773,InfluxData,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory|Data Engineering,StaffUp approved supplier. Source: Profile Worker Suppliers.
V774,InfluxDB,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V775,Infolastic,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V776,Infomentum,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V777,Information Assets,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V778,INSIDE SOURCE WASHINGTON INC,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V779,Insights,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V780,INSPYRUS INC,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V781,Instrument,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V782,Intact,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V783,Integral Zone,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V784,Integration Matters,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V785,Interana,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V786,Interface,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V787,Interior Alterations Inc,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V788,Interior Gardens,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V789,Interlink,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V790,Interworks,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V791,Intrepid,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V792,IOActive,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory|Security,StaffUp approved supplier. Source: Profile Worker Suppliers.
V793,IOConnect,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V794,Iota,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
